Order Id;Shipping Mode;Delivery Status;Late_delivery_risk;Days for shipping (real);Days for shipment (scheduled);shipping date (DateOrders)
57166;Second Class;Shipping on time;0;2;2;4/16/2017 11:26
57164;Second Class;Late delivery;1;5;2;4/19/2017 10:44
57157;Standard Class;Advance shipping;0;3;4;4/17/2017 8:17
57150;Standard Class;Late delivery;1;6;4;4/20/2017 5:50
57142;First Class;Late delivery;1;2;1;4/16/2017 3:02
57132;Standard Class;Advance shipping;0;3;4;4/16/2017 23:32
57131;Standard Class;Advance shipping;0;2;4;4/15/2017 23:11
57118;Standard Class;Shipping on time;0;4;4;4/17/2017 18:37
57113;Standard Class;Shipping on time;0;4;4;4/17/2017 16:52
57109;Second Class;Late delivery;1;5;2;4/18/2017 15:28
57103;Same Day;Late delivery;1;1;0;4/14/2017 1:22
57096;Standard Class;Advance shipping;0;2;4;4/15/2017 10:55
57086;Standard Class;Advance shipping;0;2;4;4/15/2017 7:25
57069;Standard Class;Late delivery;1;5;4;4/18/2017 1:27
57061;First Class;Late delivery;1;2;1;4/14/2017 22:39
57055;First Class;Late delivery;1;2;1;4/14/2017 20:33
57050;Standard Class;Late delivery;1;6;4;4/18/2017 18:48
57029;Standard Class;Late delivery;1;5;4;4/17/2017 11:26
57015;Standard Class;Late delivery;1;6;4;4/18/2017 6:32
57011;Standard Class;Advance shipping;0;2;4;4/14/2017 5:08
56984;Standard Class;Late delivery;1;5;4;4/16/2017 19:40
56976;Second Class;Shipping on time;0;2;2;4/13/2017 16:52
56963;Standard Class;Shipping on time;0;4;4;4/15/2017 12:19
56961;Standard Class;Advance shipping;0;2;4;4/13/2017 11:37
56960;First Class;Late delivery;1;2;1;4/13/2017 11:16
56957;Standard Class;Advance shipping;0;3;4;4/14/2017 10:13
56946;Standard Class;Advance shipping;0;2;4;4/13/2017 6:22
56943;First Class;Late delivery;1;2;1;4/13/2017 5:19
56942;Second Class;Late delivery;1;3;2;4/14/2017 4:58
56937;Second Class;Late delivery;1;3;2;4/14/2017 3:13
56934;Second Class;Late delivery;1;5;2;4/16/2017 2:09
56929;Second Class;Late delivery;1;5;2;4/16/2017 0:24
56918;Standard Class;Shipping on time;0;4;4;4/14/2017 20:33
56913;First Class;Late delivery;1;2;1;4/12/2017 18:48
56901;Standard Class;Advance shipping;0;2;4;4/12/2017 14:36
56848;Second Class;Late delivery;1;4;2;4/13/2017 20:02
56847;Standard Class;Advance shipping;0;3;4;4/12/2017 19:41
56835;Standard Class;Late delivery;1;6;4;4/15/2017 15:28
56834;Second Class;Late delivery;1;5;2;4/14/2017 15:07
56821;Standard Class;Advance shipping;0;2;4;4/11/2017 10:34
56808;Second Class;Late delivery;1;4;2;4/13/2017 6:01
56795;Same Day;Shipping on time;0;0;0;4/9/2017 13:28
56793;Same Day;Shipping on time;0;0;0;4/9/2017 12:46
56789;Same Day;Late delivery;1;1;0;4/9/2017 11:21
56786;Standard Class;Advance shipping;0;2;4;4/10/2017 22:18
56779;Second Class;Late delivery;1;5;2;4/13/2017 19:51
56766;Standard Class;Advance shipping;0;2;4;4/10/2017 15:18
56762;First Class;Late delivery;1;2;1;4/10/2017 13:54
56750;Standard Class;Late delivery;1;6;4;4/14/2017 9:42
56743;Standard Class;Shipping on time;0;4;4;4/12/2017 7:15
56729;Standard Class;Late delivery;1;5;4;4/13/2017 2:20
56725;Standard Class;Late delivery;1;6;4;4/14/2017 0:56
56683;Standard Class;Shipping on time;0;4;4;4/11/2017 10:13
56677;Second Class;Late delivery;1;3;2;4/10/2017 8:07
56672;Standard Class;Advance shipping;0;3;4;4/10/2017 6:22
56657;Standard Class;Advance shipping;0;3;4;4/10/2017 1:07
56650;Standard Class;Late delivery;1;6;4;4/12/2017 22:40
56644;Second Class;Late delivery;1;5;2;4/11/2017 20:33
56626;Standard Class;Advance shipping;0;2;4;4/8/2017 14:15
56616;First Class;Late delivery;1;2;1;4/8/2017 10:45
56608;First Class;Late delivery;1;2;1;4/8/2017 7:57
56599;Second Class;Late delivery;1;5;2;4/11/2017 4:48
56592;Standard Class;Advance shipping;0;3;4;4/9/2017 2:20
56587;Standard Class;Advance shipping;0;3;4;4/9/2017 0:35
56584;Standard Class;Late delivery;1;5;4;4/10/2017 23:32
56578;Second Class;Late delivery;1;4;2;4/9/2017 21:26
56573;Second Class;Late delivery;1;4;2;4/9/2017 19:41
56568;First Class;Late delivery;1;2;1;4/7/2017 17:56
56549;Same Day;Shipping on time;0;0;0;4/5/2017 23:16
56542;First Class;Shipping canceled;0;2;1;4/7/2017 8:49
56541;First Class;Late delivery;1;2;1;4/7/2017 8:28
56519;Second Class;Late delivery;1;5;2;4/10/2017 0:46
56513;Second Class;Late delivery;1;4;2;4/8/2017 22:40
56480;Standard Class;Late delivery;1;6;4;4/10/2017 11:06
56468;Same Day;Shipping on time;0;0;0;4/4/2017 18:54
56465;First Class;Late delivery;1;2;1;4/6/2017 5:51
56463;Standard Class;Shipping on time;0;4;4;4/8/2017 5:09
56450;Same Day;Shipping on time;0;0;0;4/4/2017 12:35
56443;Standard Class;Shipping on time;0;4;4;4/7/2017 22:08
56442;Standard Class;Advance shipping;0;3;4;4/6/2017 21:47
56440;Standard Class;Late delivery;1;6;4;4/9/2017 21:05
56410;Standard Class;Late delivery;1;6;4;4/9/2017 10:35
56405;Standard Class;Late delivery;1;6;4;4/9/2017 8:50
56404;Second Class;Late delivery;1;5;2;4/8/2017 8:28
56386;Second Class;Shipping on time;0;2;2;4/5/2017 2:10
56367;Standard Class;Advance shipping;0;3;4;4/5/2017 19:31
56365;Second Class;Late delivery;1;6;2;4/8/2017 18:49
56363;First Class;Late delivery;1;2;1;4/4/2017 18:07
56360;Second Class;Late delivery;1;6;2;4/8/2017 17:04
56340;Standard Class;Late delivery;1;6;4;4/8/2017 10:03
56339;Standard Class;Late delivery;1;5;4;4/7/2017 9:42
56321;Second Class;Shipping on time;0;2;2;4/4/2017 3:24
56318;Second Class;Late delivery;1;4;2;4/6/2017 2:21
56316;Standard Class;Advance shipping;0;2;4;4/4/2017 1:39
56304;Standard Class;Late delivery;1;5;4;4/6/2017 21:26
56303;Standard Class;Shipping on time;0;4;4;4/5/2017 21:05
56302;Standard Class;Advance shipping;0;3;4;4/4/2017 20:44
56297;Standard Class;Advance shipping;0;3;4;4/4/2017 18:59
56292;Second Class;Late delivery;1;3;2;4/4/2017 17:14
56290;Second Class;Late delivery;1;6;2;4/7/2017 16:32
56277;Second Class;Late delivery;1;3;2;4/4/2017 11:59
56270;Second Class;Shipping canceled;0;6;2;4/7/2017 9:32
56261;Second Class;Shipping on time;0;2;2;4/3/2017 6:23
56231;First Class;Late delivery;1;2;1;4/2/2017 19:52
56227;Standard Class;Advance shipping;0;3;4;4/3/2017 18:28
56221;Standard Class;Advance shipping;0;2;4;4/2/2017 16:22
56207;Second Class;Late delivery;1;3;2;4/3/2017 11:27
56201;Standard Class;Advance shipping;0;2;4;4/2/2017 9:21
56198;First Class;Late delivery;1;2;1;4/2/2017 8:18
56185;First Class;Late delivery;1;2;1;4/2/2017 3:45
56177;Standard Class;Advance shipping;0;3;4;4/3/2017 0:57
56164;Standard Class;Late delivery;1;5;4;4/4/2017 20:24
56162;Standard Class;Advance shipping;0;3;4;4/2/2017 19:41
56153;Standard Class;Shipping on time;0;4;4;4/3/2017 16:32
56138;Second Class;Late delivery;1;4;2;4/3/2017 11:17
56137;Second Class;Late delivery;1;3;2;4/2/2017 10:56
56134;Second Class;Late delivery;1;5;2;4/4/2017 9:53
56127;Same Day;Shipping on time;0;0;0;3/30/2017 19:26
56126;Standard Class;Advance shipping;0;2;4;4/1/2017 7:05
56121;Standard Class;Advance shipping;0;2;4;4/1/2017 5:20
56120;Standard Class;Shipping canceled;0;6;4;4/5/2017 4:59
56111;Standard Class;Advance shipping;0;2;4;4/1/2017 1:49
56108;First Class;Late delivery;1;2;1;4/1/2017 0:46
56104;First Class;Late delivery;1;2;1;3/31/2017 23:22
56100;Standard Class;Late delivery;1;6;4;4/4/2017 21:58
56097;Standard Class;Advance shipping;0;3;4;4/1/2017 20:55
56094;First Class;Late delivery;1;2;1;3/31/2017 19:52
56087;Standard Class;Advance shipping;0;3;4;4/1/2017 17:25
56086;Standard Class;Advance shipping;0;2;4;3/31/2017 17:04
56084;Standard Class;Late delivery;1;5;4;4/3/2017 16:22
56066;Standard Class;Advance shipping;0;2;4;3/31/2017 10:04
56062;First Class;Late delivery;1;2;1;3/31/2017 8:39
56055;Standard Class;Late delivery;1;6;4;4/4/2017 6:12
56053;Standard Class;Shipping on time;0;4;4;4/2/2017 5:30
56043;Standard Class;Shipping on time;0;4;4;4/2/2017 2:00
56035;Second Class;Late delivery;1;6;2;4/3/2017 23:12
56034;Standard Class;Late delivery;1;5;4;4/2/2017 22:51
56029;Standard Class;Late delivery;1;5;4;4/2/2017 21:06
56017;Standard Class;Advance shipping;0;3;4;3/31/2017 16:53
56010;Same Day;Late delivery;1;1;0;3/29/2017 2:26
56009;Same Day;Late delivery;1;1;0;3/29/2017 2:05
55987;Standard Class;Advance shipping;0;3;4;3/31/2017 6:23
55974;Standard Class;Late delivery;1;5;4;4/2/2017 1:50
55965;First Class;Late delivery;1;2;1;3/29/2017 22:40
55958;First Class;Late delivery;1;2;1;3/29/2017 20:13
55944;Second Class;Late delivery;1;5;2;4/1/2017 15:19
55942;Second Class;Late delivery;1;3;2;3/30/2017 14:37
55930;Second Class;Late delivery;1;6;2;4/2/2017 10:25
55915;First Class;Shipping canceled;0;2;1;3/29/2017 5:09
55896;Standard Class;Advance shipping;0;2;4;3/28/2017 22:30
55895;First Class;Shipping canceled;0;2;1;3/28/2017 22:09
55888;Standard Class;Shipping on time;0;4;4;3/30/2017 19:42
55873;Standard Class;Shipping on time;0;4;4;3/30/2017 14:27
55870;Second Class;Late delivery;1;6;2;4/1/2017 13:23
55859;Second Class;Late delivery;1;5;2;3/31/2017 9:32
55852;Second Class;Late delivery;1;3;2;3/29/2017 7:05
55846;Second Class;Shipping on time;0;2;2;3/28/2017 4:59
55839;Standard Class;Late delivery;1;5;4;3/31/2017 2:32
55831;Standard Class;Advance shipping;0;2;4;3/27/2017 23:44
55824;Second Class;Late delivery;1;5;2;3/30/2017 21:17
55805;Standard Class;Late delivery;1;6;4;3/31/2017 14:37
55789;Second Class;Late delivery;1;5;2;3/30/2017 9:01
55782;Standard Class;Advance shipping;0;3;4;3/28/2017 6:34
55781;Standard Class;Advance shipping;0;2;4;3/27/2017 6:13
55780;Standard Class;Late delivery;1;6;4;3/31/2017 5:52
55761;Standard Class;Advance shipping;0;2;4;3/26/2017 23:12
55752;Standard Class;Shipping canceled;0;3;4;3/27/2017 20:03
55750;Standard Class;Late delivery;1;6;4;3/30/2017 19:21
55748;Standard Class;Shipping on time;0;4;4;3/28/2017 18:39
55745;Second Class;Late delivery;1;6;2;3/30/2017 17:36
55735;Same Day;Shipping canceled;0;1;0;3/25/2017 2:06
55728;Second Class;Late delivery;1;4;2;3/28/2017 11:39
55714;First Class;Late delivery;1;2;1;3/26/2017 6:44
55710;Standard Class;Late delivery;1;6;4;3/30/2017 5:20
55699;Same Day;Shipping on time;0;0;0;3/24/2017 13:29
55693;Standard Class;Shipping on time;0;4;4;3/27/2017 23:23
55677;Second Class;Late delivery;1;3;2;3/26/2017 17:46
55673;Standard Class;Shipping on time;0;4;4;3/27/2017 16:22
55661;Second Class;Shipping on time;0;2;2;3/25/2017 12:10
55643;Standard Class;Shipping on time;0;4;4;3/27/2017 5:52
55624;First Class;Late delivery;1;2;1;3/24/2017 23:12
55610;Second Class;Late delivery;1;6;2;3/28/2017 18:18
55605;Standard Class;Late delivery;1;6;4;3/28/2017 16:33
55595;Standard Class;Late delivery;1;6;4;3/28/2017 13:03
55594;Standard Class;Late delivery;1;5;4;3/27/2017 12:42
55591;Standard Class;Advance shipping;0;2;4;3/24/2017 11:39
55569;First Class;Late delivery;1;2;1;3/24/2017 3:56
55554;Standard Class;Late delivery;1;5;4;3/26/2017 22:41
55551;Standard Class;Advance shipping;0;2;4;3/23/2017 21:38
55544;Standard Class;Late delivery;1;5;4;3/26/2017 19:11
55528;Second Class;Late delivery;1;4;2;3/25/2017 13:34
55525;Same Day;Late delivery;1;1;0;3/22/2017 0:31
55524;Same Day;Late delivery;1;1;0;3/22/2017 0:10
55520;Standard Class;Late delivery;1;6;4;3/27/2017 10:46
55516;Second Class;Shipping on time;0;2;2;3/23/2017 9:22
55515;Standard Class;Late delivery;1;6;4;3/27/2017 9:01
55507;Standard Class;Advance shipping;0;3;4;3/24/2017 6:13
55492;Standard Class;Shipping canceled;0;3;4;3/24/2017 0:58
55491;Second Class;Shipping on time;0;2;2;3/23/2017 0:37
55487;Standard Class;Advance shipping;0;3;4;3/23/2017 23:13
55486;Standard Class;Advance shipping;0;2;4;3/22/2017 22:52
55474;First Class;Late delivery;1;2;1;3/22/2017 18:39
55455;Second Class;Late delivery;1;6;2;3/26/2017 12:00
55419;Standard Class;Late delivery;1;5;4;3/24/2017 23:23
55416;Standard Class;Shipping canceled;0;2;4;3/21/2017 22:20
55413;Standard Class;Shipping on time;0;4;4;3/23/2017 21:17
55389;Second Class;Late delivery;1;5;2;3/24/2017 12:53
55388;First Class;Late delivery;1;2;1;3/21/2017 12:31
55381;Standard Class;Advance shipping;0;2;4;3/21/2017 10:04
55365;First Class;Late delivery;1;2;1;3/21/2017 4:28
55357;Standard Class;Shipping canceled;0;3;4;3/22/2017 1:40
55352;Standard Class;Advance shipping;0;3;4;3/21/2017 23:55
55348;First Class;Late delivery;1;2;1;3/20/2017 22:31
55341;First Class;Late delivery;1;2;1;3/20/2017 20:04
55331;First Class;Late delivery;1;2;1;3/20/2017 16:33
55330;First Class;Late delivery;1;2;1;3/20/2017 16:12
55328;First Class;Late delivery;1;2;1;3/20/2017 15:30
55325;First Class;Late delivery;1;2;1;3/20/2017 14:27
55324;Same Day;Late delivery;1;1;0;3/19/2017 2:06
55322;Same Day;Late delivery;1;1;0;3/19/2017 1:24
55305;Same Day;Shipping on time;0;0;0;3/18/2017 19:27
55292;First Class;Late delivery;1;2;1;3/20/2017 2:54
55277;Standard Class;Advance shipping;0;3;4;3/20/2017 21:38
55273;Standard Class;Shipping on time;0;4;4;3/21/2017 20:14
55262;Standard Class;Advance shipping;0;3;4;3/20/2017 16:23
55244;Second Class;Late delivery;1;5;2;3/22/2017 10:05
55242;Standard Class;Shipping canceled;0;3;4;3/20/2017 9:22
55237;Standard Class;Advance shipping;0;3;4;3/20/2017 7:37
55233;Standard Class;Shipping on time;0;4;4;3/21/2017 6:13
55227;First Class;Late delivery;1;2;1;3/19/2017 4:07
55226;Second Class;Shipping on time;0;2;2;3/19/2017 3:46
55223;First Class;Late delivery;1;2;1;3/19/2017 2:43
55211;Standard Class;Advance shipping;0;2;4;3/18/2017 22:31
55198;Standard Class;Shipping on time;0;4;4;3/20/2017 17:58
55197;Standard Class;Advance shipping;0;3;4;3/19/2017 17:37
55194;Standard Class;Late delivery;1;5;4;3/21/2017 16:33
55189;Standard Class;Late delivery;1;5;4;3/21/2017 14:48
55170;Standard Class;Late delivery;1;6;4;3/22/2017 8:09
55158;Second Class;Late delivery;1;4;2;3/20/2017 3:57
55156;Second Class;Shipping on time;0;2;2;3/18/2017 3:15
55150;Second Class;Late delivery;1;6;2;3/22/2017 1:09
55146;Standard Class;Advance shipping;0;2;4;3/17/2017 23:44
55127;Standard Class;Advance shipping;0;3;4;3/18/2017 17:05
55120;Standard Class;Late delivery;1;6;4;3/21/2017 14:38
55116;Standard Class;Advance shipping;0;2;4;3/17/2017 13:14
55112;Second Class;Late delivery;1;3;2;3/18/2017 11:50
55107;Standard Class;Advance shipping;0;3;4;3/18/2017 10:05
55105;Second Class;Late delivery;1;6;2;3/21/2017 9:23
55102;Second Class;Late delivery;1;3;2;3/18/2017 8:20
55100;First Class;Late delivery;1;2;1;3/17/2017 7:38
55096;First Class;Late delivery;1;2;1;3/17/2017 6:13
55095;First Class;Late delivery;1;2;1;3/17/2017 5:52
55089;Standard Class;Late delivery;1;5;4;3/20/2017 3:46
55085;Second Class;Late delivery;1;6;2;3/21/2017 2:22
55083;Second Class;Late delivery;1;4;2;3/19/2017 1:40
55065;Standard Class;Late delivery;1;6;4;3/20/2017 19:22
55062;Standard Class;Advance shipping;0;3;4;3/17/2017 18:19
55050;Standard Class;Late delivery;1;6;4;3/20/2017 14:07
55039;Standard Class;Late delivery;1;5;4;3/19/2017 10:15
55038;Second Class;Late delivery;1;4;2;3/18/2017 9:54
55036;Second Class;Shipping on time;0;2;2;3/16/2017 9:12
55033;Standard Class;Shipping on time;0;4;4;3/18/2017 8:09
55026;First Class;Shipping canceled;0;2;1;3/16/2017 5:42
55014;Second Class;Late delivery;1;5;2;3/19/2017 1:30
55004;Second Class;Late delivery;1;5;2;3/18/2017 22:00
55001;Standard Class;Advance shipping;0;2;4;3/15/2017 20:56
54998;Standard Class;Shipping on time;0;4;4;3/17/2017 19:53
54959;Second Class;Late delivery;1;5;2;3/18/2017 6:14
54957;First Class;Late delivery;1;2;1;3/15/2017 5:32
54953;Standard Class;Shipping on time;0;4;4;3/17/2017 4:08
54949;Standard Class;Late delivery;1;5;4;3/18/2017 2:43
54925;Standard Class;Late delivery;1;6;4;3/18/2017 18:19
54919;Standard Class;Late delivery;1;5;4;3/17/2017 16:13
54911;First Class;Late delivery;1;2;1;3/14/2017 13:25
54910;First Class;Late delivery;1;2;1;3/14/2017 13:04
54909;First Class;Late delivery;1;2;1;3/14/2017 12:43
54906;First Class;Late delivery;1;2;1;3/14/2017 11:40
54902;Same Day;Shipping on time;0;0;0;3/12/2017 22:15
54895;First Class;Late delivery;1;2;1;3/14/2017 7:48
54893;First Class;Late delivery;1;2;1;3/14/2017 7:06
54875;First Class;Shipping canceled;0;2;1;3/14/2017 0:48
54847;Second Class;Late delivery;1;3;2;3/14/2017 14:59
54844;Same Day;Late delivery;1;1;0;3/12/2017 1:56
54843;Standard Class;Shipping on time;0;4;4;3/15/2017 13:35
54818;Second Class;Late delivery;1;4;2;3/15/2017 4:50
54816;Standard Class;Advance shipping;0;2;4;3/13/2017 4:08
54806;Standard Class;Advance shipping;0;2;4;3/13/2017 0:37
54801;Standard Class;Advance shipping;0;2;4;3/12/2017 22:52
54800;Standard Class;Late delivery;1;6;4;3/16/2017 22:31
54791;Standard Class;Advance shipping;0;2;4;3/12/2017 19:22
54790;Second Class;Late delivery;1;6;2;3/16/2017 19:01
54789;First Class;Late delivery;1;2;1;3/12/2017 18:40
54787;First Class;Late delivery;1;2;1;3/12/2017 17:58
54784;Second Class;Late delivery;1;5;2;3/15/2017 16:55
54783;Standard Class;Shipping on time;0;4;4;3/14/2017 16:34
54774;Standard Class;Late delivery;1;5;4;3/15/2017 13:25
54769;Standard Class;Late delivery;1;5;4;3/15/2017 11:40
54753;Standard Class;Shipping on time;0;4;4;3/14/2017 6:03
54752;Standard Class;Advance shipping;0;3;4;3/13/2017 5:42
54748;Standard Class;Shipping on time;0;4;4;3/14/2017 4:18
54728;Standard Class;Shipping on time;0;4;4;3/13/2017 21:18
54723;Same Day;Shipping canceled;0;1;0;3/10/2017 7:33
54717;Standard Class;Advance shipping;0;3;4;3/12/2017 17:27
54711;Second Class;Shipping on time;0;2;2;3/11/2017 15:21
54706;Second Class;Shipping on time;0;2;2;3/11/2017 13:35
54681;Standard Class;Advance shipping;0;2;4;3/11/2017 4:50
54680;Standard Class;Late delivery;1;6;4;3/15/2017 4:29
54679;Standard Class;Late delivery;1;5;4;3/14/2017 4:08
54675;First Class;Late delivery;1;2;1;3/11/2017 2:44
54670;Standard Class;Late delivery;1;6;4;3/15/2017 0:59
54643;Second Class;Late delivery;1;4;2;3/12/2017 15:31
54622;First Class;Late delivery;1;2;1;3/10/2017 8:10
54613;Standard Class;Shipping on time;0;4;4;3/12/2017 5:00
54609;Standard Class;Late delivery;1;5;4;3/13/2017 3:36
54604;Standard Class;Late delivery;1;5;4;3/13/2017 1:51
54600;Standard Class;Late delivery;1;6;4;3/14/2017 0:27
54594;Standard Class;Late delivery;1;5;4;3/12/2017 22:21
54586;Standard Class;Advance shipping;0;2;4;3/9/2017 19:33
54574;Standard Class;Late delivery;1;5;4;3/12/2017 15:21
54564;Standard Class;Late delivery;1;5;4;3/12/2017 11:50
54562;Standard Class;Advance shipping;0;3;4;3/10/2017 11:08
54557;Standard Class;Advance shipping;0;3;4;3/10/2017 9:23
54544;First Class;Late delivery;1;2;1;3/9/2017 4:50
54517;Standard Class;Advance shipping;0;3;4;3/9/2017 19:22
54512;First Class;Late delivery;1;2;1;3/8/2017 17:37
54509;First Class;Late delivery;1;2;1;3/8/2017 16:34
54497;Standard Class;Shipping canceled;0;3;4;3/9/2017 12:22
54491;Standard Class;Advance shipping;0;2;4;3/8/2017 10:16
54470;Second Class;Late delivery;1;6;2;3/12/2017 2:55
54466;Standard Class;Advance shipping;0;2;4;3/8/2017 1:30
54465;Standard Class;Late delivery;1;6;4;3/12/2017 1:09
54461;Standard Class;Advance shipping;0;2;4;3/7/2017 23:45
54453;Standard Class;Shipping on time;0;4;4;3/9/2017 20:57
54451;Standard Class;Advance shipping;0;2;4;3/7/2017 20:15
54447;Standard Class;Advance shipping;0;3;4;3/8/2017 18:51
54441;First Class;Late delivery;1;2;1;3/7/2017 16:45
54434;Standard Class;Late delivery;1;5;4;3/10/2017 14:18
54430;Second Class;Shipping canceled;0;6;2;3/11/2017 12:54
54427;Second Class;Late delivery;1;3;2;3/8/2017 11:51
54425;Second Class;Late delivery;1;6;2;3/11/2017 11:09
54424;Second Class;Late delivery;1;5;2;3/10/2017 10:48
54419;Standard Class;Late delivery;1;5;4;3/10/2017 9:02
54404;Standard Class;Late delivery;1;5;4;3/10/2017 3:47
54402;Same Day;Shipping on time;0;0;0;3/5/2017 15:05
54400;Standard Class;Late delivery;1;6;4;3/11/2017 2:23
54393;Second Class;Late delivery;1;4;2;3/8/2017 23:56
54392;First Class;Late delivery;1;2;1;3/6/2017 23:35
54389;Second Class;Late delivery;1;5;2;3/9/2017 22:32
